Staff_Name,Role,Branch_Name,Cal_Year,Cal_Year_Month,Cal_Month_Name,Orders_Processed,Revenue_Handled,Avg_Revenue_Per_Order,Employment_Status
"Liyana Ibrahim","CASHIER","Melaka 88 Speedmart",2026,2026-02,"February",10,510.72,51.07,ACTIVE
"Liyana Ibrahim","CASHIER","Melaka 88 Speedmart",2026,2026-03,"March",5,323.19,64.64,ACTIVE
"Liyana Ibrahim","CASHIER","Melaka 88 Speedmart",2026,2026-04,"April",8,447.03,55.88,ACTIVE
"Liyana Ibrahim","CASHIER","Melaka 88 Speedmart",2026,2026-05,"May",4,107.35,26.84,ACTIVE
"Liyana Ibrahim","CASHIER","Melaka 88 Speedmart",2026,2026-06,"June",13,547.75,42.13,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2020,2020-04,"April",32,1124.14,35.13,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2020,2020-05,"May",67,2287.26,34.14,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2020,2020-06,"June",42,1465.01,34.88,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2020,2020-07,"July",14,622.71,44.48,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2020,2020-08,"August",24,1207.62,50.32,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2020,2020-09,"September",17,513.47,30.2,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2020,2020-10,"October",10,306.55,30.66,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2020,2020-11,"November",23,550.65,23.94,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2020,2020-12,"December",20,487.35,24.37,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2021,2021-01,"January",13,418.39,32.18,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2021,2021-02,"February",14,511.55,36.54,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2021,2021-03,"March",14,479.45,34.25,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2021,2021-04,"April",5,168.59,33.72,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2021,2021-05,"May",16,685.02,42.81,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2021,2021-06,"June",13,310.53,23.89,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2021,2021-07,"July",5,101.07,20.21,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2021,2021-08,"August",11,296.42,26.95,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2021,2021-09,"September",8,353.42,44.18,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2021,2021-10,"October",10,265.13,26.51,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2021,2021-11,"November",8,358.03,44.75,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2021,2021-12,"December",19,650.14,34.22,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2022,2022-01,"January",8,257.15,32.14,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2022,2022-02,"February",5,249.15,49.83,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2022,2022-03,"March",5,318.36,63.67,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2022,2022-04,"April",1,13.34,13.34,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2022,2022-05,"May",9,264.75,29.42,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2022,2022-06,"June",3,58.43,19.48,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2022,2022-07,"July",12,509.03,42.42,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2022,2022-08,"August",10,329.35,32.94,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2022,2022-09,"September",4,164.16,41.04,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2022,2022-10,"October",8,374.74,46.84,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2022,2022-11,"November",10,360.54,36.05,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2022,2022-12,"December",21,970.89,46.23,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2023,2023-01,"January",13,424.64,32.66,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2023,2023-02,"February",6,193.69,32.28,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2023,2023-03,"March",7,126.42,18.06,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2023,2023-04,"April",5,60.03,12.01,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2023,2023-05,"May",8,349.45,43.68,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2023,2023-06,"June",11,309.27,28.12,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2023,2023-07,"July",8,349.66,43.71,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2023,2023-08,"August",8,242.23,30.28,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2023,2023-09,"September",6,148.08,24.68,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2023,2023-10,"October",9,326.61,36.29,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2023,2023-11,"November",6,284.01,47.34,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2023,2023-12,"December",18,770.39,42.8,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2024,2024-01,"January",8,315.05,39.38,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2024,2024-02,"February",8,529.68,66.21,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2024,2024-03,"March",6,158.41,26.4,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2024,2024-04,"April",10,502.47,50.25,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2024,2024-05,"May",9,300.49,33.39,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2024,2024-06,"June",7,207.44,29.63,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2024,2024-07,"July",10,214.73,21.47,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2024,2024-08,"August",6,169.69,28.28,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2024,2024-09,"September",6,192.2,32.03,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2024,2024-10,"October",9,357.02,39.67,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2024,2024-11,"November",8,179.66,22.46,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2024,2024-12,"December",9,334.21,37.13,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2025,2025-01,"January",7,156.24,22.32,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2025,2025-02,"February",8,274.23,34.28,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2025,2025-03,"March",8,167.64,20.96,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2025,2025-04,"April",8,496.21,62.03,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2025,2025-05,"May",5,286.63,57.33,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2025,2025-06,"June",12,448.17,37.35,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2025,2025-07,"July",7,171.32,24.47,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2025,2025-08,"August",5,196.67,39.33,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2025,2025-09,"September",6,282.8,47.13,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2025,2025-10,"October",5,106.7,21.34,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2025,2025-11,"November",11,515.1,46.83,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2025,2025-12,"December",14,503.97,36,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2026,2026-01,"January",12,552.25,46.02,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2026,2026-02,"February",7,300.56,42.94,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2026,2026-03,"March",11,364.38,33.13,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2026,2026-04,"April",6,229.03,38.17,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2026,2026-05,"May",6,113.99,19,ACTIVE
"Liyana Razak","ADMIN","Cheras 88 Speedmart",2026,2026-06,"June",12,456.09,38.01,ACTIVE
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2023,2023-01,"January",6,353.86,58.98,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2023,2023-02,"February",8,238.35,29.79,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2023,2023-03,"March",6,302.28,50.38,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2023,2023-04,"April",10,485.65,48.57,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2023,2023-05,"May",2,151.46,75.73,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2023,2023-06,"June",7,246.97,35.28,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2023,2023-07,"July",5,117.49,23.5,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2023,2023-08,"August",5,197.18,39.44,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2023,2023-10,"October",8,341.06,42.63,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2023,2023-11,"November",7,127.14,18.16,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2023,2023-12,"December",10,425.53,42.55,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2024,2024-01,"January",7,177.96,25.42,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2024,2024-02,"February",4,120.95,30.24,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2024,2024-03,"March",7,173.81,24.83,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2024,2024-04,"April",8,358.41,44.8,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2024,2024-05,"May",4,128.1,32.03,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2024,2024-06,"June",9,405.01,45,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2024,2024-07,"July",9,365.05,40.56,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2024,2024-08,"August",3,67.72,22.57,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2024,2024-09,"September",6,145.78,24.3,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2024,2024-10,"October",7,282.11,40.3,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2024,2024-11,"November",4,67.39,16.85,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2024,2024-12,"December",12,691.26,57.61,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2025,2025-01,"January",10,381.98,38.2,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2025,2025-02,"February",5,108.37,21.67,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2025,2025-03,"March",4,83.35,20.84,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2025,2025-04,"April",8,368.32,46.04,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2025,2025-05,"May",4,78.95,19.74,RESIGNED
"Liyana Yusof","MANAGER","Kota Kinabalu 88 Speedmart",2025,2025-06,"June",7,346.48,49.5,RESIGNED
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2020,2020-07,"July",37,1754.39,47.42,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2020,2020-08,"August",29,778.89,26.86,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2020,2020-09,"September",19,632.08,33.27,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2020,2020-10,"October",19,481.68,25.35,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2020,2020-11,"November",29,812.45,28.02,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2020,2020-12,"December",32,1253.03,39.16,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2021,2021-01,"January",9,169.87,18.87,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2021,2021-02,"February",8,236.97,29.62,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2021,2021-03,"March",12,447.1,37.26,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2021,2021-04,"April",11,488.82,44.44,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2021,2021-05,"May",14,727.05,51.93,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2021,2021-06,"June",12,515.26,42.94,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2021,2021-07,"July",9,491.65,54.63,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2021,2021-08,"August",11,533.09,48.46,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2021,2021-09,"September",10,533.22,53.32,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2021,2021-10,"October",12,303.77,25.31,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2021,2021-11,"November",16,453.5,28.34,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2021,2021-12,"December",14,489.8,34.99,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2022,2022-01,"January",7,178.6,25.51,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2022,2022-02,"February",10,370.46,37.05,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2022,2022-03,"March",8,302.87,37.86,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2022,2022-04,"April",10,441.93,44.19,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2022,2022-05,"May",4,113.54,28.39,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2022,2022-06,"June",6,269.03,44.84,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2022,2022-07,"July",5,173.92,34.78,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2022,2022-08,"August",3,116.63,38.88,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2022,2022-09,"September",4,68.05,17.01,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2022,2022-10,"October",4,186.14,46.54,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2022,2022-11,"November",8,288.35,36.04,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2022,2022-12,"December",14,549.62,39.26,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2023,2023-01,"January",8,283.6,35.45,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2023,2023-02,"February",3,122.91,40.97,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2023,2023-03,"March",4,100.74,25.19,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2023,2023-04,"April",6,227.37,37.9,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2023,2023-05,"May",4,143.21,35.8,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2023,2023-06,"June",14,455.84,32.56,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2023,2023-07,"July",4,149.59,37.4,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2023,2023-08,"August",6,222.12,37.02,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2023,2023-09,"September",8,282.28,35.29,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2023,2023-10,"October",2,50.14,25.07,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2023,2023-11,"November",14,421.23,30.09,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2023,2023-12,"December",7,310.29,44.33,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2024,2024-01,"January",6,155.95,25.99,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2024,2024-02,"February",6,230.71,38.45,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2024,2024-03,"March",6,180.38,30.06,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2024,2024-04,"April",5,143.9,28.78,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2024,2024-05,"May",2,28.19,14.1,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2024,2024-06,"June",8,317.75,39.72,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2024,2024-07,"July",5,215.33,43.07,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2024,2024-08,"August",6,175.39,29.23,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2024,2024-09,"September",5,159.19,31.84,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2024,2024-10,"October",7,201.34,28.76,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2024,2024-11,"November",4,57.17,14.29,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2024,2024-12,"December",16,502.89,31.43,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2025,2025-01,"January",11,477.15,43.38,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2025,2025-02,"February",5,169.2,33.84,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2025,2025-03,"March",16,622.03,38.88,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2025,2025-04,"April",7,394.42,56.35,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2025,2025-05,"May",7,262.93,37.56,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2025,2025-06,"June",14,622.23,44.45,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2025,2025-07,"July",4,192.03,48.01,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2025,2025-08,"August",5,144.73,28.95,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2025,2025-09,"September",10,356.2,35.62,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2025,2025-10,"October",8,182.37,22.8,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2025,2025-11,"November",7,430.35,61.48,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2025,2025-12,"December",7,201.4,28.77,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2026,2026-01,"January",9,432.76,48.08,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2026,2026-02,"February",10,228.14,22.81,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2026,2026-03,"March",8,344.45,43.06,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2026,2026-04,"April",4,128.08,32.02,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2026,2026-05,"May",7,260.28,37.18,ACTIVE
"Mohd Abdullah","CASHIER","Petaling Jaya 88 Speedmart",2026,2026-06,"June",8,221.59,27.7,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2021,2021-04,"April",7,447.86,63.98,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2021,2021-05,"May",17,638.24,37.54,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2021,2021-06,"June",12,335.11,27.93,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2021,2021-07,"July",13,371.36,28.57,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2021,2021-08,"August",10,378.23,37.82,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2021,2021-09,"September",12,605.76,50.48,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2021,2021-10,"October",9,217.12,24.12,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2021,2021-11,"November",5,151.76,30.35,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2021,2021-12,"December",16,596.59,37.29,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2022,2022-01,"January",11,454.26,41.3,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2022,2022-02,"February",5,116.21,23.24,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2022,2022-03,"March",8,518.98,64.87,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2022,2022-04,"April",3,44.55,14.85,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2022,2022-05,"May",3,138.79,46.26,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2022,2022-06,"June",7,303.93,43.42,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2022,2022-07,"July",12,243.29,20.27,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2022,2022-08,"August",6,205.05,34.18,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2022,2022-09,"September",10,315.15,31.52,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2022,2022-10,"October",6,349.98,58.33,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2022,2022-11,"November",6,250.75,41.79,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2022,2022-12,"December",20,568.08,28.4,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2023,2023-01,"January",6,368.28,61.38,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2023,2023-02,"February",4,96.71,24.18,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2023,2023-03,"March",5,167.94,33.59,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2023,2023-04,"April",12,452.91,37.74,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2023,2023-05,"May",7,241.62,34.52,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2023,2023-06,"June",1,14.97,14.97,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2023,2023-07,"July",7,106.74,15.25,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2023,2023-08,"August",6,114.76,19.13,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2023,2023-09,"September",7,355.16,50.74,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2023,2023-10,"October",3,56.62,18.87,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2023,2023-11,"November",10,562.41,56.24,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2023,2023-12,"December",10,276.31,27.63,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2024,2024-01,"January",8,216.39,27.05,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2024,2024-02,"February",6,132.1,22.02,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2024,2024-03,"March",3,173.15,57.72,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2024,2024-04,"April",9,305.49,33.94,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2024,2024-05,"May",3,257.02,85.67,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2024,2024-06,"June",8,377.04,47.13,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2024,2024-07,"July",7,272.62,38.95,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2024,2024-08,"August",12,280.05,23.34,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2024,2024-09,"September",6,266.15,44.36,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2024,2024-10,"October",6,145.22,24.2,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2024,2024-11,"November",12,663.57,55.3,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2024,2024-12,"December",11,261.52,23.77,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2025,2025-01,"January",7,180.76,25.82,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2025,2025-02,"February",6,179.87,29.98,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2025,2025-03,"March",9,670.34,74.48,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2025,2025-04,"April",10,446.31,44.63,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2025,2025-05,"May",7,258.77,36.97,ACTIVE
"Mohd Ahmad","ADMIN","Johor Bahru 88 Speedmart",2025,2025-06,"June",13,549.82,42.29,ACTIVE
