"CUSTOMER_KEY","CUSTOMER_ID","CUSTOMER_NAME","IS_BENEFICIARY","TIER_NAME","JOIN_DATE","CUSTOMER_TENURE_DAYS","LAST_PURCHASE_DATE","DAYS_SINCE_LAST_PURCHASE","TOTAL_PURCHASES","TOTAL_SALES_AMOUNT","TOTAL_REFUND_AMOUNT","TOTAL_SPENDING","CUSTOMER_LIFETIME_VALUE","AVERAGE_ORDER_VALUE","RECENCY_SCORE","FREQUENCY_SCORE","MONETARY_SCORE","RFM_SEGMENT","CHURN_RISK","PREFERRED_CATEGORY","PREFERRED_BRANCH","PREFERRED_BRANCH_CITY","PREFERRED_BRANCH_STATE"
13717,"C1717","Chia Ai Ling","N","Non-Member",,,"2025-08-22",312,7,238.95,0,238.95,238.95,34.14,1,3,3,"At Risk","High Risk","Dairy Products","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
13718,"C1718","Imran bin Hassan","N","Normal Member","2023-11-28",945,"2025-05-11",415,4,127.46,0,127.46,127.46,31.87,1,2,2,"Hibernating","Churned","Cooking Essentials","Ipoh 88 Speedmart","Ipoh","Perak"
13719,"C1719","Sanjay a/l Suresh","N","Normal Member","2024-01-10",902,,,0,0,0,0,0,,0,0,0,"Prospect","Prospect",,,,
13720,"C1720","Zara binti Kamal","N","Normal Member","2023-02-18",1228,"2025-05-07",419,30,1102.23,0,1102.23,1102.23,36.74,1,5,5,"At Risk","Churned","Instant Food","Ipoh 88 Speedmart","Ipoh","Perak"
13721,"C1721","Kevin a/l Saminathan","N","Non-Member",,,"2026-02-11",139,3,113.9,0,113.9,113.9,37.97,2,2,2,"Hibernating","Medium Risk","Frozen Food","Klang 88 Speedmart","Klang","Selangor"
13722,"C1722","Intan binti Yusof","N","Normal Member","2023-05-04",1153,"2026-03-25",97,6,279.35,0,279.35,279.35,46.56,2,3,3,"At Risk","Medium Risk","Beverages","Klang 88 Speedmart","Klang","Selangor"
13723,"C1723","Ravi a/l Anand","N","Non-Member",,,"2024-11-13",594,5,90.42,0,90.42,90.42,18.08,1,2,2,"Hibernating","Churned","Cooking Essentials","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13724,"C1724","Farhan bin Salleh","N","Non-Member",,,"2025-04-18",438,1,7.27,0,7.27,7.27,7.27,1,1,1,"Hibernating","Churned","Instant Food","Ipoh 88 Speedmart","Ipoh","Perak"
13725,"C1725","Faris bin Ishak","N","Normal Member","2022-12-29",1279,"2026-05-25",36,8,531.74,0,531.74,531.74,66.47,4,3,4,"Potential Loyal","Low Risk","Frozen Food","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13726,"C1726","Aisyah binti Nasir","N","Non-Member",,,"2025-07-13",352,8,479.57,0,479.57,479.57,59.95,1,3,4,"At Risk","High Risk","Baby Products","George Town 88 Speedmart","George Town","Penang"
13727,"C1727","Fatin binti Azman","N","Normal Member","2024-03-04",848,"2024-06-17",743,8,244.3,0,244.3,244.3,30.54,1,3,3,"At Risk","Churned","Baby Products","George Town 88 Speedmart","George Town","Penang"
13728,"C1728","Qistina binti Ahmad","N","Normal Member","2024-08-09",690,"2025-04-22",434,13,349.77,0,349.77,349.77,26.91,1,4,3,"At Risk","Churned","Beverages","Ipoh 88 Speedmart","Ipoh","Perak"
13729,"C1729","Chow Mei Qi","N","VIP Member","2024-01-07",905,"2025-06-01",394,2,48.43,0,48.43,48.43,24.22,1,1,1,"Hibernating","Churned","Snacks and Confectionery","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13730,"C1730","Ho Hong Sheng","N","Non-Member",,,"2025-10-11",262,9,244.92,0,244.92,244.92,27.21,1,3,3,"At Risk","High Risk","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
13731,"C1731","Tan Jia Wei","N","Normal Member","2024-07-11",719,"2026-06-20",10,1,14.83,0,14.83,14.83,14.83,5,1,1,"New Customers","Low Risk","Personal Care","George Town 88 Speedmart","George Town","Penang"
13732,"C1732","Maisarah binti Ishak","N","Non-Member",,,"2025-11-03",239,3,104.3,0,104.3,104.3,34.77,1,2,2,"Hibernating","High Risk","Personal Care","Ipoh 88 Speedmart","Ipoh","Perak"
13733,"C1733","Zara binti Jamal","N","Non-Member",,,"2026-01-25",156,5,212.37,0,212.37,212.37,42.47,2,2,3,"At Risk","Medium Risk","Frozen Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13734,"C1734","Tan Jia En","N","Normal Member","2023-01-08",1269,"2025-12-13",199,4,127.46,0,127.46,127.46,31.87,1,2,2,"Hibernating","High Risk","Household Cleaning","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13735,"C1735","Mardhiah binti Ishak","N","Normal Member","2024-04-26",795,"2026-01-31",150,9,567.73,0,567.73,567.73,63.08,2,3,4,"At Risk","Medium Risk","Canned and Packaged Food","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
13736,"C1736","Khadijah binti Hassan","N","Normal Member","2023-07-26",1070,"2026-02-27",123,3,133.83,0,133.83,133.83,44.61,2,2,2,"Hibernating","Medium Risk","Imported Goods","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
13737,"C1737","Chan Siew Chin","N","Normal Member","2024-04-18",803,"2026-05-14",47,13,633.4,0,633.4,633.4,48.72,4,4,5,"Champions","Low Risk","Instant Food","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13738,"C1738","Lee Jia En","N","Non-Member",,,"2025-12-27",185,12,325.14,0,325.14,325.14,27.1,1,4,3,"At Risk","High Risk","Rice and Grains","Shah Alam 88 Speedmart","Shah Alam","Selangor"
13739,"C1739","Nurul binti Zainal","N","Normal Member","2024-07-31",699,"2026-03-13",109,4,119.7,0,119.7,119.7,29.93,2,2,2,"Hibernating","Medium Risk","Rice and Grains","Klang 88 Speedmart","Klang","Selangor"
13740,"C1740","Hafiz bin Mahmud","N","Non-Member",,,"2026-03-21",101,13,602.84,0,602.84,602.84,46.37,2,4,5,"At Risk","Medium Risk","Canned and Packaged Food","Ipoh 88 Speedmart","Ipoh","Perak"
13741,"C1741","Irfan bin Ishak","N","Normal Member","2023-01-04",1273,"2026-06-26",4,7,189.27,0,189.27,189.27,27.04,5,3,2,"Potential Loyal","Low Risk","Canned and Packaged Food","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13742,"C1742","Fong Wei Lun","N","Normal Member","2023-10-04",1000,"2026-05-11",50,23,909.62,0,909.62,909.62,39.55,4,5,5,"Champions","Low Risk","Rice and Grains","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13743,"C1743","Goh Siew Chin","N","Normal Member","2024-05-02",789,"2024-10-13",625,4,87.48,0,87.48,87.48,21.87,1,2,1,"Hibernating","Churned","Cooking Essentials","George Town 88 Speedmart","George Town","Penang"
13744,"C1744","Maisarah binti Ishak","N","Normal Member","2024-03-11",841,"2026-02-21",129,3,55.09,0,55.09,55.09,18.36,2,2,1,"Hibernating","Medium Risk","Frozen Food","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13745,"C1745","Nabilah binti Fauzi","N","Non-Member",,,"2025-01-19",527,6,299.82,0,299.82,299.82,49.97,1,3,3,"At Risk","Churned","Baby Products","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
13746,"C1746","Koh Kai Xin","N","Non-Member",,,"2024-09-02",666,12,256.84,0,256.84,256.84,21.4,1,4,3,"At Risk","Churned","Cooking Essentials","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
13747,"C1747","Kaur a/p Murugan","N","VIP Member","2023-08-14",1051,"2026-02-10",140,7,342.75,0,342.75,342.75,48.96,2,3,3,"At Risk","Medium Risk","Dairy Products","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
13748,"C1748","Hana binti Kamal","N","Normal Member","2023-02-07",1239,"2025-06-04",391,6,317.71,0,317.71,317.71,52.95,1,3,3,"At Risk","Churned","Beverages","Ampang 88 Speedmart","Ampang","Selangor"
13749,"C1749","Jannah binti Ibrahim","N","Normal Member","2023-02-19",1227,"2026-02-06",144,3,94.27,0,94.27,94.27,31.42,2,2,2,"Hibernating","Medium Risk","Personal Care","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13750,"C1750","Aiman bin Omar","N","Non-Member",,,"2025-11-11",231,14,868.87,0,868.87,868.87,62.06,1,4,5,"At Risk","High Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13751,"C1751","Farhan bin Hamid","N","Normal Member","2023-08-26",1039,"2026-01-22",159,18,746.58,0,746.58,746.58,41.48,2,5,5,"At Risk","Medium Risk","Baby Products","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
13752,"C1752","Jannah binti Zainal","N","VIP Member","2023-12-07",936,"2025-12-19",193,6,128.28,0,128.28,128.28,21.38,1,3,2,"At Risk","High Risk","Cooking Essentials","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13753,"C1753","Farhan bin Razak","N","Normal Member","2024-05-18",773,"2026-01-21",160,9,322.14,0,322.14,322.14,35.79,2,4,3,"At Risk","Medium Risk","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
13754,"C1754","Fong Siew Hong","N","Non-Member",,,"2026-05-16",45,7,225.34,0,225.34,225.34,32.19,4,3,3,"Potential Loyal","Low Risk","Frozen Food","Melaka 88 Speedmart","Melaka","Melaka"
13755,"C1755","Fatin binti Hassan","N","Normal Member","2023-05-27",1130,"2026-02-08",142,4,197.34,0,197.34,197.34,49.34,2,2,2,"Hibernating","Medium Risk","Cooking Essentials","Shah Alam 88 Speedmart","Shah Alam","Selangor"
13756,"C1756","Faris bin Ibrahim","N","Normal Member","2024-04-22",799,"2025-10-14",259,3,29.82,0,29.82,29.82,9.94,1,2,1,"Hibernating","High Risk","Cooking Essentials","Ampang 88 Speedmart","Ampang","Selangor"
13757,"C1757","Dev a/l Raj","N","Non-Member",,,"2026-03-31",91,5,127.11,0,127.11,127.11,25.42,2,2,2,"Hibernating","Medium Risk","Instant Food","Shah Alam 88 Speedmart","Shah Alam","Selangor"
13758,"C1758","Qistina binti Zainal","N","Non-Member",,,"2025-04-19",437,12,430.75,0,430.75,430.75,35.9,1,4,4,"At Risk","Churned","Rice and Grains","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13759,"C1759","Luqman bin Kamal","N","Non-Member",,,"2025-04-09",447,6,298.4,0,298.4,298.4,49.73,1,3,3,"At Risk","Churned","Cooking Essentials","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13760,"C1760","Ong Siew Chin","N","VIP Member","2023-02-23",1223,"2022-11-20",1318,1,32.03,0,32.03,32.03,32.03,1,1,1,"Hibernating","Churned","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13761,"C1761","Mardhiah binti Razak","N","Non-Member",,,"2024-05-23",768,5,145.37,0,145.37,145.37,29.07,1,2,2,"Hibernating","Churned","Frozen Food","George Town 88 Speedmart","George Town","Penang"
13762,"C1762","Lim Jia En","N","Normal Member","2023-10-13",991,"2024-12-31",546,18,540,0,540,540,30,1,5,4,"At Risk","Churned","Instant Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13763,"C1763","Rafiq bin Omar","N","Normal Member","2023-08-10",1055,"2025-07-15",350,2,83.82,0,83.82,83.82,41.91,1,1,1,"Hibernating","High Risk","Dairy Products","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13764,"C1764","Qistina binti Yusof","N","Non-Member",,,"2024-08-27",672,9,357.71,0,357.71,357.71,39.75,1,4,4,"At Risk","Churned","Canned and Packaged Food","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
13765,"C1765","Qistina binti Jamal","N","Normal Member","2023-07-13",1083,"2026-02-04",146,5,131.76,0,131.76,131.76,26.35,2,2,2,"Hibernating","Medium Risk","Frozen Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13766,"C1766","Raymond a/l Krishnan","N","Non-Member",,,"2025-12-10",202,8,203.71,0,203.71,203.71,25.46,1,3,3,"At Risk","High Risk","Canned and Packaged Food","Klang 88 Speedmart","Klang","Selangor"
13767,"C1767","Chew Yi Chen","N","Non-Member",,,"2025-10-23",250,20,683.8,0,683.8,683.8,34.19,1,5,5,"At Risk","High Risk","Baby Products","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
13768,"C1768","Khalid bin Fauzi","N","VIP Member","2024-08-22",677,"2025-04-04",452,4,76.37,0,76.37,76.37,19.09,1,2,1,"Hibernating","Churned","Rice and Grains","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13769,"C1769","Chia Pei Shan","N","Normal Member","2023-12-28",915,"2025-07-11",354,9,417.1,0,417.1,417.1,46.34,1,4,4,"At Risk","High Risk","Canned and Packaged Food","George Town 88 Speedmart","George Town","Penang"
13770,"C1770","Darren a/l Saminathan","N","Normal Member","2024-07-19",711,"2026-02-16",134,11,487.77,0,487.77,487.77,44.34,2,4,4,"At Risk","Medium Risk","Dairy Products","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13771,"C1771","Qistina binti Yusof","N","Normal Member","2024-11-14",593,"2024-07-08",722,6,215.45,0,215.45,215.45,35.91,1,3,3,"At Risk","Churned","Rice and Grains","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13772,"C1772","Chong Xin Yi","N","Normal Member","2024-04-14",807,"2025-10-20",253,5,143.85,0,143.85,143.85,28.77,1,2,2,"Hibernating","High Risk","Personal Care","Klang 88 Speedmart","Klang","Selangor"
13773,"C1773","Syafiq bin Azman","N","Normal Member","2024-11-01",606,"2026-04-23",68,29,1377.39,0,1377.39,1377.39,47.5,3,5,5,"Loyal Customers","Low Risk","Instant Food","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13774,"C1774","Liyana binti Zainal","N","Non-Member",,,"2025-12-22",190,18,567.3,0,567.3,567.3,31.52,1,5,4,"At Risk","High Risk","Canned and Packaged Food","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
13775,"C1775","Chia Xin Yi","N","Normal Member","2024-04-29",792,"2025-11-12",230,4,103.25,0,103.25,103.25,25.81,1,2,2,"Hibernating","High Risk","Frozen Food","Ipoh 88 Speedmart","Ipoh","Perak"
13776,"C1776","Ng Siew Chin","N","Normal Member","2023-08-30",1035,"2025-03-12",475,25,1217.11,0,1217.11,1217.11,48.68,1,5,5,"At Risk","Churned","Beverages","Klang 88 Speedmart","Klang","Selangor"
13777,"C1777","Yeoh Zhi Hao","N","Non-Member",,,"2025-12-21",191,6,157.31,0,157.31,157.31,26.22,1,3,2,"At Risk","High Risk","Beverages","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13778,"C1778","Mardhiah binti Salleh","N","VIP Member","2024-02-12",869,"2025-02-14",501,5,249.08,0,249.08,249.08,49.82,1,2,3,"Lost","Churned","Cooking Essentials","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13779,"C1779","Imran bin Ismail","N","Normal Member","2023-06-20",1106,,,0,0,0,0,0,,0,0,0,"Prospect","Prospect",,,,
13780,"C1780","Nabil bin Hassan","N","Normal Member","2024-01-24",888,"2025-08-19",315,3,65.48,0,65.48,65.48,21.83,1,2,1,"Hibernating","High Risk","Stationery and Daily Needs","Shah Alam 88 Speedmart","Shah Alam","Selangor"
13781,"C1781","Chow Wai Keong","N","VIP Member","2024-10-05",633,"2025-03-30",457,7,245.89,0,245.89,245.89,35.13,1,3,3,"At Risk","Churned","Frozen Food","Ampang 88 Speedmart","Ampang","Selangor"
13782,"C1782","Fatin binti Jamal","N","Normal Member","2024-06-26",734,"2024-12-23",554,6,321.16,0,321.16,321.16,53.53,1,3,3,"At Risk","Churned","Dairy Products","George Town 88 Speedmart","George Town","Penang"
13783,"C1783","Mardhiah binti Basri","N","Non-Member",,,"2025-06-15",380,3,153.68,0,153.68,153.68,51.23,1,2,2,"Hibernating","Churned","Instant Food","Kuching 88 Speedmart","Kuching","Sarawak"
13784,"C1784","Faris bin Razak","N","VIP Member","2023-11-14",959,"2025-06-08",387,7,186.47,0,186.47,186.47,26.64,1,3,2,"At Risk","Churned","Rice and Grains","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
13785,"C1785","Kevin a/l Raj","N","Normal Member","2023-06-15",1111,"2025-12-02",210,5,135.02,0,135.02,135.02,27,1,2,2,"Hibernating","High Risk","Alcoholic Beverages","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
13786,"C1786","Hakim bin Kamal","N","Normal Member","2023-11-05",968,"2025-12-24",188,15,388.27,0,388.27,388.27,25.88,1,5,4,"At Risk","High Risk","Rice and Grains","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13787,"C1787","Maisarah binti Kamal","N","Non-Member",,,"2025-05-03",423,8,198.28,0,198.28,198.28,24.79,1,3,2,"At Risk","Churned","Instant Food","George Town 88 Speedmart","George Town","Penang"
13788,"C1788","Low Ming Jie","N","Normal Member","2023-12-19",924,"2026-03-15",107,13,410.25,0,410.25,410.25,31.56,2,4,4,"At Risk","Medium Risk","Frozen Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13789,"C1789","Maisarah binti Nasir","N","VIP Member","2023-01-15",1262,"2025-05-12",414,7,359.98,0,359.98,359.98,51.43,1,3,4,"At Risk","Churned","Canned and Packaged Food","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13790,"C1790","Chow Hui Min","N","Non-Member",,,"2026-04-02",89,6,331.42,0,331.42,331.42,55.24,3,3,3,"Need Attention","Low Risk","Baby Products","Ampang 88 Speedmart","Ampang","Selangor"
13791,"C1791","Aqilah binti Ishak","N","Normal Member","2024-03-12",840,"2025-01-28",518,7,371.17,0,371.17,371.17,53.02,1,3,4,"At Risk","Churned","Baby Products","Ipoh 88 Speedmart","Ipoh","Perak"
13792,"C1792","Nadia binti Basri","N","Normal Member","2024-05-11",780,"2025-01-22",524,17,731.87,0,731.87,731.87,43.05,1,5,5,"At Risk","Churned","Frozen Food","Melaka 88 Speedmart","Melaka","Melaka"
13793,"C1793","Ng Wei Lun","N","VIP Member","2024-04-15",806,"2024-05-12",779,5,140.78,0,140.78,140.78,28.16,1,2,2,"Hibernating","Churned","Personal Care","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
13794,"C1794","Akmal bin Hassan","N","Normal Member","2024-05-12",779,"2026-06-04",26,3,120.85,0,120.85,120.85,40.28,5,2,2,"Potential Loyal","Low Risk","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
13795,"C1795","Arif bin Kamal","N","Non-Member",,,"2025-12-02",210,2,110.68,0,110.68,110.68,55.34,1,1,2,"Hibernating","High Risk","Household Cleaning","Ipoh 88 Speedmart","Ipoh","Perak"
13796,"C1796","Kevin a/l Murugan","N","VIP Member","2023-09-29",1005,"2026-02-20",130,8,190.21,0,190.21,190.21,23.78,2,3,2,"At Risk","Medium Risk","Cooking Essentials","Melaka 88 Speedmart","Melaka","Melaka"
13797,"C1797","Muthu a/p Letchumy","N","Normal Member","2023-04-09",1178,"2023-11-06",967,4,143.74,0,143.74,143.74,35.94,1,2,2,"Hibernating","Churned","Alcoholic Beverages","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13798,"C1798","Kevin a/l Tharmalingam","N","Normal Member","2024-03-31",821,"2026-06-08",22,7,292.71,0,292.71,292.71,41.82,5,3,3,"Potential Loyal","Low Risk","Cooking Essentials","Klang 88 Speedmart","Klang","Selangor"
13799,"C1799","Low Shi Hao","N","Normal Member","2024-07-04",726,"2026-04-03",88,7,213.24,0,213.24,213.24,30.46,3,3,3,"Need Attention","Low Risk","Canned and Packaged Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13800,"C1800","Nurul binti Razak","N","Normal Member","2023-08-28",1037,"2026-06-17",13,21,1226.09,0,1226.09,1226.09,58.39,5,5,5,"Champions","Low Risk","Instant Food","Ipoh 88 Speedmart","Ipoh","Perak"
13801,"C1801","Farah binti Jamal","N","Non-Member",,,"2026-01-05",176,4,55.05,0,55.05,55.05,13.76,2,2,1,"Hibernating","Medium Risk","Dairy Products","Kuching 88 Speedmart","Kuching","Sarawak"
13802,"C1802","Teoh Zhi Qing","N","VIP Member","2024-03-04",848,"2024-07-15",715,12,484.62,0,484.62,484.62,40.39,1,4,4,"At Risk","Churned","Dairy Products","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
13803,"C1803","Khalid bin Fauzi","N","Normal Member","2023-03-12",1206,"2024-11-30",577,3,66.93,0,66.93,66.93,22.31,1,2,1,"Hibernating","Churned","Premium Items","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
13804,"C1804","Yeoh Mei Ling","N","VIP Member","2023-09-20",1014,"2026-06-10",20,11,539.29,0,539.29,539.29,49.03,5,4,4,"Champions","Low Risk","Baby Products","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13805,"C1805","Lee Zi Xuan","N","Normal Member","2024-10-02",636,"2026-01-13",168,11,465.12,0,465.12,465.12,42.28,2,4,4,"At Risk","Medium Risk","Cooking Essentials","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13806,"C1806","Luqman bin Hassan","N","Non-Member",,,"2025-04-16",440,6,143.97,0,143.97,143.97,24,1,3,2,"At Risk","Churned","Instant Food","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
13807,"C1807","Kevin Kedit","N","Normal Member","2023-05-21",1136,"2025-12-25",187,17,803.31,0,803.31,803.31,47.25,1,5,5,"At Risk","High Risk","Rice and Grains","George Town 88 Speedmart","George Town","Penang"
13808,"C1808","Imran bin Daud","N","Non-Member",,,"2026-04-18",73,4,70.08,0,70.08,70.08,17.52,3,2,1,"Need Attention","Low Risk","Canned and Packaged Food","Klang 88 Speedmart","Klang","Selangor"
13809,"C1809","Tan Jia Wei","N","VIP Member","2024-04-05",816,"2026-01-06",175,5,85.09,0,85.09,85.09,17.02,2,2,1,"Hibernating","Medium Risk","Cooking Essentials","Melaka 88 Speedmart","Melaka","Melaka"
13810,"C1810","Zahir bin Hassan","N","Non-Member",,,"2026-03-17",105,5,365.44,0,365.44,365.44,73.09,2,2,4,"At Risk","Medium Risk","Rice and Grains","Ipoh 88 Speedmart","Ipoh","Perak"
13811,"C1811","Hana binti Zainal","N","VIP Member","2024-10-27",611,"2025-12-31",181,6,215.34,0,215.34,215.34,35.89,1,3,3,"At Risk","High Risk","Personal Care","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
13812,"C1812","Saraswathy a/p Subramaniam","N","VIP Member","2023-06-09",1117,"2024-10-27",611,7,322.1,0,322.1,322.1,46.01,1,3,3,"At Risk","Churned","Cooking Essentials","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
13813,"C1813","Imran bin Hassan","N","Normal Member","2023-06-21",1105,"2026-05-10",51,16,565.17,0,565.17,565.17,35.32,4,5,4,"Champions","Low Risk","Personal Care","Melaka 88 Speedmart","Melaka","Melaka"
13814,"C1814","Aisyah binti Hamid","N","Normal Member","2023-06-14",1112,"2025-09-20",283,16,607.89,0,607.89,607.89,37.99,1,5,5,"At Risk","High Risk","Cooking Essentials","Klang 88 Speedmart","Klang","Selangor"
13815,"C1815","Tan Pei Shan","N","Non-Member",,,"2025-05-14",412,4,114.17,0,114.17,114.17,28.54,1,2,2,"Hibernating","Churned","Rice and Grains","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13816,"C1816","Imran bin Hassan","N","Normal Member","2024-03-20",832,"2025-11-26",216,6,216.39,0,216.39,216.39,36.07,1,3,3,"At Risk","High Risk","Cooking Essentials","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13817,"C1817","Siti binti Azman","N","Normal Member","2024-04-26",795,"2025-09-25",278,15,350.2,0,350.2,350.2,23.35,1,5,3,"At Risk","High Risk","Beverages","Shah Alam 88 Speedmart","Shah Alam","Selangor"
13818,"C1818","Irfan bin Ismail","N","VIP Member","2023-08-03",1062,"2025-12-08",204,5,124.84,0,124.84,124.84,24.97,1,2,2,"Hibernating","High Risk","Dairy Products","George Town 88 Speedmart","George Town","Penang"
13819,"C1819","Amir bin Nasir","N","Normal Member","2024-04-30",791,"2026-05-16",45,5,210.74,0,210.74,210.74,42.15,4,2,3,"Potential Loyal","Low Risk","Rice and Grains","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13820,"C1820","Qistina binti Ishak","N","Non-Member",,,"2025-08-15",319,4,226.56,0,226.56,226.56,56.64,1,2,3,"Lost","High Risk","Cooking Essentials","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
13821,"C1821","Ong Li Xuan","N","Normal Member","2023-08-05",1060,"2024-08-27",672,4,173.88,0,173.88,173.88,43.47,1,2,2,"Hibernating","Churned","Rice and Grains","Ipoh 88 Speedmart","Ipoh","Perak"
13822,"C1822","Felix a/l Singh","N","Non-Member",,,"2023-07-04",1092,1,201.05,0,201.05,201.05,201.05,1,1,2,"Hibernating","Churned","Premium Items","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13823,"C1823","Darren Rantai","N","Normal Member","2024-03-01",851,"2026-02-03",147,10,430.3,0,430.3,430.3,43.03,2,4,4,"At Risk","Medium Risk","Cooking Essentials","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
13824,"C1824","Fatin binti Salleh","N","Non-Member",,,"2025-06-12",383,4,234.36,0,234.36,234.36,58.59,1,2,3,"Lost","Churned","Baby Products","Shah Alam 88 Speedmart","Shah Alam","Selangor"
13825,"C1825","Syafiq bin Salleh","N","Normal Member","2024-11-02",605,"2026-06-12",18,23,858.12,0,858.12,858.12,37.31,5,5,5,"Champions","Low Risk","Cooking Essentials","Ipoh 88 Speedmart","Ipoh","Perak"
13826,"C1826","Mardhiah binti Daud","N","Normal Member","2024-06-29",731,"2025-11-01",241,4,148.26,0,148.26,148.26,37.07,1,2,2,"Hibernating","High Risk","Imported Goods","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
13827,"C1827","Nabil bin Ibrahim","N","Non-Member",,,"2023-11-06",967,2,130.22,0,130.22,130.22,65.11,1,1,2,"Hibernating","Churned","Personal Care","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13828,"C1828","Chong Yi Chen","N","VIP Member","2023-12-27",916,"2025-11-30",212,5,168.94,0,168.94,168.94,33.79,1,2,2,"Hibernating","High Risk","Dairy Products","Ampang 88 Speedmart","Ampang","Selangor"
13829,"C1829","Nadia binti Salleh","N","Normal Member","2023-04-02",1185,"2025-07-16",349,5,138.58,0,138.58,138.58,27.72,1,2,2,"Hibernating","High Risk","Instant Food","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
13830,"C1830","Aiman bin Basri","N","VIP Member","2024-06-06",754,"2024-12-22",555,6,142.87,0,142.87,142.87,23.81,1,3,2,"At Risk","Churned","Cooking Essentials","Kuching 88 Speedmart","Kuching","Sarawak"
13831,"C1831","Jannah binti Ibrahim","N","Non-Member",,,"2025-12-27",185,13,431.08,0,431.08,431.08,33.16,1,4,4,"At Risk","High Risk","Beverages","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13832,"C1832","Nabilah binti Ismail","N","Normal Member","2023-01-19",1258,"2025-12-19",193,4,281.07,0,281.07,281.07,70.27,1,2,3,"Lost","High Risk","Rice and Grains","Shah Alam 88 Speedmart","Shah Alam","Selangor"
13833,"C1833","Irfan bin Razak","N","Non-Member",,,"2025-09-28",275,16,458.84,0,458.84,458.84,28.68,1,5,4,"At Risk","High Risk","Dairy Products","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
13834,"C1834","Luqman bin Ahmad","N","Non-Member",,,"2024-09-09",659,4,170.69,0,170.69,170.69,42.67,1,2,2,"Hibernating","Churned","Rice and Grains","Ipoh 88 Speedmart","Ipoh","Perak"
