OrderID,ContactName,ContactPhone,ContactEmail,FulfillmentType,OrderDateTime,OrderStatus,SubtotalAmount,VoucherDiscountAmount,MyKasihSubsidyTotal,GrandTotal,PaymentMethod,PaymentStatus,PaymentDateTime,CustomerID,BranchID,VoucherID,StaffID
O01284,,,,WALK_IN,2025-08-10 10:48:44,COMPLETED,105.28,0.0,0.0,105.28,CASH,PAID,2025-08-10 10:50:23,C0047,B008,,S0093
O01289,,,,WALK_IN,2025-08-10 11:43:47,COMPLETED,71.73,0.0,0.0,71.73,CASH,PAID,2025-08-10 11:45:33,C0035,B008,,S0093
O01286,,,,WALK_IN,2025-08-10 19:12:25,COMPLETED,163.23,0.0,0.0,163.23,CASH,PAID,2025-08-10 19:14:32,,B002,,S0022
O01262,Guest User,+60185232417,guest1262@example.test,PICKUP,2025-08-11 17:07:09,COMPLETED,196.84,0.0,0.0,196.84,E_WALLET,PAID,2025-08-11 17:08:21,,B007,,
O01251,,,,WALK_IN,2025-08-12 12:28:13,COMPLETED,251.99,0.0,0.0,251.99,CASH,PAID,2025-08-12 12:29:53,,B002,,S0018
O01238,,,,WALK_IN,2025-08-12 19:02:18,CANCELLED,16.94,0.0,0.0,16.94,ONLINE_BANKING,FAILED,,,B003,,S0032
O01263,,,,WALK_IN,2025-08-12 20:08:47,CANCELLED,230.1,0.0,0.0,230.1,CASH,FAILED,,C0083,B002,,S0022
O01259,Guest User,+60179399711,guest1259@example.test,PICKUP,2025-08-13 11:56:40,COMPLETED,154.04,0.0,0.0,154.04,CARD,PAID,2025-08-13 11:59:22,,B003,,S0045
O01253,Guest User,+60168688457,guest1253@example.test,PICKUP,2025-08-13 14:03:32,COMPLETED,82.44,0.0,0.0,82.44,ONLINE_BANKING,PAID,2025-08-13 14:06:49,,B012,,
O01258,Guest User,+60143656469,guest1258@example.test,PICKUP,2025-08-13 20:59:16,COMPLETED,118.69,0.0,0.0,118.69,CARD,PAID,2025-08-13 21:01:13,,B001,,S0008
O01254,,,,WALK_IN,2025-08-14 13:42:59,COMPLETED,223.59,0.0,0.0,223.59,ONLINE_BANKING,PAID,2025-08-14 13:46:07,C0066,B012,,
O01278,,,,WALK_IN,2025-08-14 13:48:47,COMPLETED,90.83,0.0,90.83,0.0,MYKASIH,PAID,2025-08-14 13:49:45,C0041,B012,,
O01250,Guest User,+60164206897,guest1250@example.test,WALK_IN,2025-08-15 09:15:03,COMPLETED,89.35,0.0,0.0,89.35,ONLINE_BANKING,PAID,2025-08-15 09:18:05,,B002,,S0022
O01293,,,,PICKUP,2025-08-15 11:24:29,COMPLETED,176.23,0.0,51.14,125.09,CARD,PAID,2025-08-15 11:27:54,C0050,B003,,S0032
O01240,Arjun a/l Murugan,+60165835311,arjun.a.l.murugan.c0069@example.test,DELIVERY,2025-08-15 16:12:39,COMPLETED,134.64,0.0,0.0,145.99,ONLINE_BANKING,PAID,2025-08-15 16:14:10,C0069,B001,,
O01228,Guest User,+60161135978,guest1228@example.test,PICKUP,2025-08-15 17:38:15,COMPLETED,14.67,0.0,0.0,14.67,ONLINE_BANKING,PAID,2025-08-15 17:40:57,,B003,,S0033
O01246,Guest User,+60137576822,guest1246@example.test,PICKUP,2025-08-15 19:07:34,COMPLETED,284.64,0.0,0.0,284.64,CASH,PAID,2025-08-15 19:10:29,,B002,,
O01280,,,,WALK_IN,2025-08-16 13:31:51,COMPLETED,64.03,0.0,17.06,46.97,CARD,PAID,2025-08-16 13:35:45,C0024,B005,,S0063
O01244,,,,WALK_IN,2025-08-16 15:11:16,COMPLETED,135.75,0.0,0.0,135.75,ONLINE_BANKING,PAID,2025-08-16 15:15:36,C0094,B003,,S0041
O01279,,,,WALK_IN,2025-08-16 20:26:25,COMPLETED,314.07,0.0,0.0,314.07,CARD,PAID,2025-08-16 20:29:18,,B008,,S0095
O01261,,,,WALK_IN,2025-08-18 17:18:51,COMPLETED,93.28,0.0,0.0,93.28,CASH,PAID,2025-08-18 17:23:24,,B001,,S0012
O01231,Guest User,+60164657664,guest1231@example.test,DELIVERY,2025-08-19 08:19:26,COMPLETED,255.43,0.0,0.0,272.39,E_WALLET,PAID,2025-08-19 08:23:24,,B008,,
O01296,,,,WALK_IN,2025-08-19 09:33:09,COMPLETED,171.76,0.0,0.0,171.76,ONLINE_BANKING,PAID,2025-08-19 09:37:49,C0040,B008,,S0095
O01249,,,,PICKUP,2025-08-19 12:13:28,COMPLETED,91.21,0.0,35.47,55.74,ONLINE_BANKING,PAID,2025-08-19 12:17:59,C0082,B002,,
O01233,,,,WALK_IN,2025-08-19 15:41:04,COMPLETED,152.21,0.0,0.0,152.21,CASH,PAID,2025-08-19 15:46:03,C0106,B002,,S0022
O01271,,,,WALK_IN,2025-08-19 15:57:57,COMPLETED,400.91,0.0,0.0,400.91,ONLINE_BANKING,PAID,2025-08-19 16:00:25,C0015,B003,,S0039
O01243,,,,WALK_IN,2025-08-19 17:52:17,COMPLETED,138.47,0.0,0.0,138.47,E_WALLET,PAID,2025-08-19 17:53:33,,B002,,S0023
O01269,Guest User,+60146908127,guest1269@example.test,PICKUP,2025-08-19 18:13:02,COMPLETED,136.08,0.0,0.0,136.08,CASH,PAID,2025-08-19 18:15:50,,B001,,S0006
O01272,Guest User,+60165177564,guest1272@example.test,DELIVERY,2025-08-19 18:17:10,COMPLETED,96.87,0.0,0.0,106.07,E_WALLET,PAID,2025-08-19 18:20:40,,B001,,
O01237,,,,WALK_IN,2025-08-20 10:35:59,COMPLETED,58.35,0.0,0.0,58.35,E_WALLET,PAID,2025-08-20 10:38:43,C0016,B004,,S0052
O01283,,,,PICKUP,2025-08-21 17:08:08,COMPLETED,66.36,0.0,33.24,33.12,CASH,PAID,2025-08-21 17:10:15,C0092,B008,,S0088
O01248,,,,WALK_IN,2025-08-21 18:56:40,COMPLETED,108.27,0.0,0.0,108.27,CASH,PAID,2025-08-21 18:57:42,C0040,B001,,S0012
O01287,,,,PICKUP,2025-08-22 11:35:25,COMPLETED,38.24,0.0,0.0,38.24,CARD,PAID,2025-08-22 11:39:07,C0105,B002,,
O01232,,,,WALK_IN,2025-08-22 12:57:00,COMPLETED,155.05,0.0,0.0,155.05,E_WALLET,PAID,2025-08-22 13:00:46,,B003,,S0041
O01268,Guest User,+60172543013,guest1268@example.test,PICKUP,2025-08-22 16:41:46,COMPLETED,92.51,0.0,0.0,92.51,CARD,PAID,2025-08-22 16:46:15,,B005,,S0063
O01230,,,,PICKUP,2025-08-23 18:06:38,COMPLETED,115.64,0.0,57.81,57.83,CARD,PAID,2025-08-23 18:08:47,C0031,B004,,S0047
O01229,,,,PICKUP,2025-08-24 09:56:42,COMPLETED,134.02,0.0,0.0,134.02,E_WALLET,PAID,2025-08-24 10:01:37,C0004,B010,,S0107
O01298,,,,WALK_IN,2025-08-24 12:23:03,COMPLETED,119.58,0.0,0.0,119.58,CASH,PAID,2025-08-24 12:23:54,,B002,,S0023
O01267,,,,WALK_IN,2025-08-24 20:44:48,COMPLETED,334.3,0.0,0.0,334.3,ONLINE_BANKING,PAID,2025-08-24 20:47:25,C0057,B005,,S0063
O01274,,,,WALK_IN,2025-08-25 12:02:38,COMPLETED,335.37,0.0,100.0,235.37,CARD,PAID,2025-08-25 12:05:57,C0090,B003,,S0039
O01277,Guest User,+60188356838,guest1277@example.test,WALK_IN,2025-08-25 16:44:49,COMPLETED,127.94,0.0,0.0,127.94,E_WALLET,PAID,2025-08-25 16:46:26,,B002,,S0022
O01292,Guest User,+60121517587,guest1292@example.test,PICKUP,2025-08-26 10:04:30,COMPLETED,194.46,0.0,0.0,194.46,CASH,PAID,2025-08-26 10:06:39,,B002,,
O01294,,,,WALK_IN,2025-08-27 12:50:04,COMPLETED,121.14,0.0,0.0,121.14,CASH,PAID,2025-08-27 12:50:29,C0111,B002,,S0022
O01288,,,,PICKUP,2025-08-28 09:53:04,COMPLETED,434.29,0.0,0.0,434.29,CARD,PAID,2025-08-28 09:57:24,C0030,B008,,
O01270,,,,PICKUP,2025-08-28 13:05:05,COMPLETED,213.43,0.0,0.0,213.43,CASH,PAID,2025-08-28 13:08:57,C0034,B001,,S0007
O01285,Ho Jia En,+60149827734,ho.jia.en.c0009@example.test,DELIVERY,2025-08-28 13:39:35,COMPLETED,157.47,0.0,0.0,176.97,ONLINE_BANKING,PAID,2025-08-28 13:41:22,C0009,B001,,S0004
O01245,,,,WALK_IN,2025-08-29 10:18:43,COMPLETED,147.41,0.0,44.23,103.18,CARD,PAID,2025-08-29 10:19:26,C0077,B011,,S0114
O01256,,,,WALK_IN,2025-08-29 10:26:40,COMPLETED,249.71,0.0,0.0,249.71,CARD,PAID,2025-08-29 10:29:48,,B002,,S0018
O01234,,,,PICKUP,2025-08-29 20:13:55,COMPLETED,122.15,0.0,8.53,113.62,E_WALLET,PAID,2025-08-29 20:18:35,C0046,B002,,
O01236,,,,WALK_IN,2025-08-29 20:52:50,COMPLETED,133.05,0.0,48.86,84.19,CASH,PAID,2025-08-29 20:57:30,C0050,B012,,
O01247,Nadia binti Nasir,+60124562588,nadia.binti.nasir.c0066@example.test,DELIVERY,2025-08-30 15:06:18,COMPLETED,157.56,0.0,0.0,165.96,CARD,PAID,2025-08-30 15:07:02,C0066,B001,,S0008
O01281,,,,WALK_IN,2025-08-30 15:55:47,COMPLETED,60.72,0.0,0.0,60.72,CARD,PAID,2025-08-30 15:59:12,C0018,B001,,S0004
O01290,Guest User,+60113962493,guest1290@example.test,WALK_IN,2025-08-30 18:35:10,COMPLETED,84.03,0.0,0.0,84.03,CARD,PAID,2025-08-30 18:39:02,,B001,,S0012
O01235,,,,PICKUP,2025-08-30 18:45:26,COMPLETED,203.76,0.0,0.0,203.76,CARD,PAID,2025-08-30 18:45:58,C0027,B002,,S0022
O01299,,,,WALK_IN,2025-08-31 14:41:23,COMPLETED,69.21,0.0,0.0,69.21,ONLINE_BANKING,PAID,2025-08-31 14:42:43,C0086,B008,,S0093
O01301,Guest User,+60119791042,guest1301@example.test,PICKUP,2025-09-01 18:27:56,COMPLETED,141.52,0.0,0.0,141.52,CASH,PAID,2025-09-01 18:32:23,,B004,,S0055
O01304,Syafiq bin Razak,+60168593255,syafiq.bin.razak.c0021@example.test,DELIVERY,2025-09-03 10:15:17,COMPLETED,86.3,0.0,0.0,105.18,E_WALLET,PAID,2025-09-03 10:16:51,C0021,B005,,S0063
O01346,Guest User,+60157853074,guest1346@example.test,PICKUP,2025-09-03 11:43:22,COMPLETED,54.48,0.0,0.0,54.48,CARD,PAID,2025-09-03 11:44:02,,B006,,S0069
O01325,Guest User,+60163625964,guest1325@example.test,PICKUP,2025-09-03 19:17:40,COMPLETED,82.04,0.0,0.0,82.04,E_WALLET,PAID,2025-09-03 19:20:53,,B002,,S0022
O01357,,,,WALK_IN,2025-09-04 16:24:12,COMPLETED,175.85,0.0,0.0,175.85,CASH,PAID,2025-09-04 16:25:11,,B005,,S0063
O01333,Nadia binti Hassan,+60104487570,nadia.binti.hassan.c0072@example.test,DELIVERY,2025-09-05 14:39:33,COMPLETED,253.12,0.0,34.94,230.98,CARD,PAID,2025-09-05 14:42:47,C0072,B001,,
O01365,,,,WALK_IN,2025-09-06 11:13:54,COMPLETED,170.21,0.0,59.58,110.63,CARD,PAID,2025-09-06 11:17:18,C0112,B001,,S0004
O01321,Guest User,+60147830161,guest1321@example.test,WALK_IN,2025-09-06 11:47:28,COMPLETED,128.63,0.0,0.0,128.63,CARD,PAID,2025-09-06 11:50:19,,B001,,S0004
O01348,,,,WALK_IN,2025-09-06 12:42:13,COMPLETED,93.59,0.0,0.0,93.59,CASH,PAID,2025-09-06 12:45:35,C0106,B004,,S0052
O01351,,,,WALK_IN,2025-09-06 17:17:22,COMPLETED,221.62,18.0,0.0,203.62,CARD,PAID,2025-09-06 17:19:13,C0039,B002,V014,S0022
O01309,,,,WALK_IN,2025-09-07 10:30:46,COMPLETED,138.54,0.0,0.0,138.54,E_WALLET,PAID,2025-09-07 10:31:05,,B002,,S0023
O01340,,,,PICKUP,2025-09-07 20:00:15,COMPLETED,147.14,0.0,0.0,147.14,E_WALLET,PAID,2025-09-07 20:05:00,C0064,B010,,
O01307,,,,PICKUP,2025-09-08 08:18:29,COMPLETED,368.08,0.0,0.0,368.08,CARD,PAID,2025-09-08 08:23:08,C0078,B002,,S0023
O01331,,,,WALK_IN,2025-09-08 12:26:55,COMPLETED,18.36,0.0,0.0,18.36,CASH,PAID,2025-09-08 12:29:12,,B003,,S0043
O01361,Hana binti Basri,+60176721272,hana.binti.basri.c0089@example.test,DELIVERY,2025-09-08 16:53:45,COMPLETED,69.67,0.0,11.16,79.31,E_WALLET,PAID,2025-09-08 16:56:48,C0089,B001,,
O01352,,,,PICKUP,2025-09-08 20:01:15,COMPLETED,190.51,0.0,0.0,190.51,CARD,PAID,2025-09-08 20:05:17,C0055,B002,,S0030
O01314,Guest User,+60111922987,guest1314@example.test,WALK_IN,2025-09-09 15:18:57,COMPLETED,209.88,0.0,0.0,209.88,CASH,PAID,2025-09-09 15:21:08,,B001,,S0004
O01303,,,,PICKUP,2025-09-09 19:39:37,COMPLETED,86.39,0.0,0.0,86.39,CARD,PAID,2025-09-09 19:42:07,C0106,B003,,
O01350,,,,WALK_IN,2025-09-09 20:15:55,COMPLETED,374.73,0.0,100.0,274.73,CARD,PAID,2025-09-09 20:16:58,C0001,B007,,S0084
O01337,,,,WALK_IN,2025-09-10 08:07:01,COMPLETED,272.24,0.0,0.0,272.24,CASH,PAID,2025-09-10 08:11:58,C0118,B001,,S0004
O01330,,,,WALK_IN,2025-09-10 18:17:46,COMPLETED,165.36,0.0,0.0,165.36,CASH,PAID,2025-09-10 18:22:46,,B001,,S0013
O01312,,,,PICKUP,2025-09-10 18:29:03,COMPLETED,198.2,0.0,0.0,198.2,CASH,PAID,2025-09-10 18:31:25,C0027,B005,,
O01362,Guest User,+60174424549,guest1362@example.test,WALK_IN,2025-09-11 17:18:06,COMPLETED,112.79,0.0,0.0,112.79,ONLINE_BANKING,PAID,2025-09-11 17:18:29,,B001,,S0012
O01338,,,,WALK_IN,2025-09-12 09:30:10,COMPLETED,208.92,15.0,100.0,93.92,CASH,PAID,2025-09-12 09:34:49,C0085,B003,V008,S0046
O01366,Guest User,+60174883730,guest1366@example.test,PICKUP,2025-09-12 11:58:13,COMPLETED,87.97,0.0,0.0,87.97,CARD,PAID,2025-09-12 11:59:01,,B003,,
O01324,,,,WALK_IN,2025-09-12 13:28:35,COMPLETED,145.83,0.0,0.0,145.83,CASH,PAID,2025-09-12 13:29:11,C0067,B002,,S0023
O01319,,,,WALK_IN,2025-09-12 14:01:50,COMPLETED,28.56,0.0,0.0,28.56,ONLINE_BANKING,PAID,2025-09-12 14:04:01,C0105,B008,,S0095
O01316,,,,WALK_IN,2025-09-12 16:23:49,COMPLETED,291.9,0.0,0.0,291.9,CASH,PAID,2025-09-12 16:28:19,C0037,B001,,S0004
O01349,Guest User,+60115437399,guest1349@example.test,PICKUP,2025-09-12 18:04:05,COMPLETED,182.77,0.0,0.0,182.77,CASH,PAID,2025-09-12 18:05:11,,B003,,S0039
O01345,Syafiq bin Razak,+60168593255,syafiq.bin.razak.c0021@example.test,DELIVERY,2025-09-13 08:31:04,COMPLETED,86.72,0.0,0.0,101.04,ONLINE_BANKING,PAID,2025-09-13 08:32:44,C0021,B005,,
O01308,,,,WALK_IN,2025-09-13 10:19:55,COMPLETED,100.33,0.0,0.0,100.33,CARD,PAID,2025-09-13 10:22:12,C0004,B001,,S0004
O01353,,,,WALK_IN,2025-09-13 10:19:56,COMPLETED,148.07,0.0,0.0,148.07,E_WALLET,PAID,2025-09-13 10:20:41,C0101,B002,,S0018
O01306,Guest User,+60122125844,guest1306@example.test,WALK_IN,2025-09-13 13:46:46,COMPLETED,388.52,0.0,0.0,388.52,ONLINE_BANKING,PAID,2025-09-13 13:49:51,,B002,,S0018
O01344,,,,WALK_IN,2025-09-13 17:56:21,COMPLETED,16.04,0.0,0.0,16.04,CASH,PAID,2025-09-13 18:00:35,,B005,,S0062
O01323,Priya a/p Maniam,+60169296430,priya.a.p.maniam.c0065@example.test,DELIVERY,2025-09-13 19:21:52,COMPLETED,255.98,0.0,36.96,230.87,ONLINE_BANKING,PAID,2025-09-13 19:24:18,C0065,B004,,
O01300,,,,WALK_IN,2025-09-13 20:43:44,COMPLETED,98.24,0.0,0.0,98.24,CASH,PAID,2025-09-13 20:47:11,,B004,,S0056
O01367,Guest User,+60131699041,guest1367@example.test,WALK_IN,2025-09-14 10:58:01,COMPLETED,275.64,0.0,0.0,275.64,CARD,PAID,2025-09-14 11:02:26,,B003,,S0043
O01336,,,,PICKUP,2025-09-14 13:36:31,COMPLETED,149.11,0.0,88.84,60.27,CARD,PAID,2025-09-14 13:38:37,C0089,B001,,S0008
O01332,Guest User,+60163152164,guest1332@example.test,WALK_IN,2025-09-15 11:46:54,COMPLETED,133.98,0.0,0.0,133.98,CASH,PAID,2025-09-15 11:47:38,,B002,,S0018
O01335,,,,WALK_IN,2025-09-15 15:49:22,COMPLETED,81.3,0.0,0.0,81.3,ONLINE_BANKING,PAID,2025-09-15 15:53:50,,B012,,
O01339,Guest User,+60127595393,guest1339@example.test,DELIVERY,2025-09-16 20:49:07,COMPLETED,76.52,0.0,0.0,84.44,E_WALLET,PAID,2025-09-16 20:52:25,,B003,,
O01313,,,,WALK_IN,2025-09-17 13:43:01,COMPLETED,65.49,0.0,0.0,65.49,E_WALLET,PAID,2025-09-17 13:47:37,C0105,B006,,S0067
O01358,,,,PICKUP,2025-09-17 13:59:45,COMPLETED,60.45,0.0,0.0,60.45,E_WALLET,PAID,2025-09-17 14:03:07,C0066,B001,,
O01329,,,,WALK_IN,2025-09-17 16:00:39,COMPLETED,304.24,0.0,0.0,304.24,CASH,PAID,2025-09-17 16:04:32,C0116,B002,,S0023
O01343,,,,WALK_IN,2025-09-18 09:59:38,COMPLETED,235.36,0.0,0.0,235.36,CASH,PAID,2025-09-18 10:03:16,C0083,B003,,S0039
O01317,Guest User,+60121953361,guest1317@example.test,DELIVERY,2025-09-18 10:40:39,COMPLETED,197.15,0.0,0.0,215.79,CARD,PAID,2025-09-18 10:41:43,,B005,,S0063
O01322,,,,WALK_IN,2025-09-18 19:57:43,COMPLETED,151.39,0.0,0.0,151.39,CASH,PAID,2025-09-18 20:00:25,,B003,,S0043
O01341,Danish bin Fauzi,+60174287973,danish.bin.fauzi.c0074@example.test,DELIVERY,2025-09-19 11:43:33,COMPLETED,8.53,0.0,8.53,8.96,ONLINE_BANKING,PAID,2025-09-19 11:47:42,C0074,B002,,
O01355,,,,PICKUP,2025-09-19 12:42:31,COMPLETED,203.28,0.0,0.0,203.28,CASH,PAID,2025-09-19 12:42:59,C0067,B006,,S0070
O01363,,,,WALK_IN,2025-09-19 20:58:04,COMPLETED,89.3,0.0,42.33,46.97,CASH,PAID,2025-09-19 21:02:51,C0056,B001,,S0002
O01318,,,,WALK_IN,2025-09-20 08:32:31,COMPLETED,175.19,0.0,0.0,175.19,CASH,PAID,2025-09-20 08:36:57,,B004,,S0056
O01342,Guest User,+60191415147,guest1342@example.test,PICKUP,2025-09-20 13:10:41,COMPLETED,65.59,0.0,0.0,65.59,ONLINE_BANKING,PAID,2025-09-20 13:11:27,,B006,,S0070
O01347,Guest User,+60123322466,guest1347@example.test,DELIVERY,2025-09-20 13:38:40,COMPLETED,120.46,0.0,0.0,136.7,CARD,PAID,2025-09-20 13:38:59,,B011,,
O01360,,,,WALK_IN,2025-09-22 14:48:12,COMPLETED,44.91,0.0,0.0,44.91,CARD,PAID,2025-09-22 14:51:18,,B005,,S0063
O01356,Ivan Giman,+60160216530,ivan.giman.c0008@example.test,DELIVERY,2025-09-25 12:17:26,COMPLETED,217.35,12.0,0.0,211.85,CARD,PAID,2025-09-25 12:20:13,C0008,B001,V009,
O01310,Guest User,+60138924851,guest1310@example.test,PICKUP,2025-09-25 17:49:28,COMPLETED,147.08,0.0,0.0,147.08,ONLINE_BANKING,PAID,2025-09-25 17:52:19,,B002,,
O01354,,,,WALK_IN,2025-09-26 08:25:26,COMPLETED,164.01,0.0,0.0,164.01,CASH,PAID,2025-09-26 08:27:21,C0079,B002,,S0018
O01334,,,,WALK_IN,2025-09-26 17:55:03,COMPLETED,52.35,0.0,0.0,52.35,CASH,PAID,2025-09-26 17:59:54,C0046,B005,,S0062
O01328,Guest User,+60133386666,guest1328@example.test,DELIVERY,2025-09-26 18:48:42,COMPLETED,303.48,0.0,0.0,312.36,CARD,PAID,2025-09-26 18:50:12,,B002,,S0029
O01359,Guest User,+60114579094,guest1359@example.test,WALK_IN,2025-09-26 18:51:55,COMPLETED,374.51,0.0,0.0,374.51,CARD,PAID,2025-09-26 18:56:51,,B006,,S0069
O01327,Guest User,+60158428059,guest1327@example.test,WALK_IN,2025-09-26 19:42:56,COMPLETED,137.0,0.0,0.0,137.0,CARD,PAID,2025-09-26 19:45:12,,B002,,S0018
O01315,,,,WALK_IN,2025-09-27 09:20:44,COMPLETED,118.07,0.0,0.0,118.07,CASH,PAID,2025-09-27 09:21:12,C0012,B003,,S0041
O01305,,,,WALK_IN,2025-09-28 08:31:28,COMPLETED,269.93,0.0,0.0,269.93,CARD,PAID,2025-09-28 08:33:21,C0101,B005,,S0062
O01368,,,,WALK_IN,2025-09-28 17:00:40,COMPLETED,132.27,0.0,0.0,132.27,CASH,PAID,2025-09-28 17:01:54,C0098,B001,,S0002
O01364,,,,PICKUP,2025-09-28 19:50:16,COMPLETED,328.33,0.0,0.0,328.33,CARD,PAID,2025-09-28 19:53:03,C0103,B001,,S0012
O01311,Chan Pei Shan,+60138636151,chan.pei.shan.c0029@example.test,DELIVERY,2025-09-29 10:35:20,COMPLETED,296.61,0.0,0.0,316.77,ONLINE_BANKING,PAID,2025-09-29 10:37:33,C0029,B008,,S0088
O01326,,,,WALK_IN,2025-09-29 20:09:58,COMPLETED,61.04,0.0,0.0,61.04,E_WALLET,PAID,2025-09-29 20:10:29,C0052,B007,,S0078
O01302,,,,WALK_IN,2025-09-30 08:17:03,COMPLETED,186.4,0.0,34.77,151.63,CASH,PAID,2025-09-30 08:19:20,C0023,B008,,S0093
O01320,,,,WALK_IN,2025-09-30 11:13:50,COMPLETED,203.28,0.0,65.23,138.05,CASH,PAID,2025-09-30 11:14:13,C0023,B007,,S0082
O01392,Guest User,+60185295015,guest1392@example.test,PICKUP,2025-10-02 16:28:58,COMPLETED,84.32,0.0,0.0,84.32,CASH,PAID,2025-10-02 16:31:57,,B002,,S0023
O01401,,,,WALK_IN,2025-10-02 17:14:52,COMPLETED,176.42,0.0,22.14,154.28,CARD,PAID,2025-10-02 17:16:48,C0090,B007,,S0078
O01412,Guest User,+60125291011,guest1412@example.test,PICKUP,2025-10-03 08:46:16,COMPLETED,95.02,0.0,0.0,95.02,CARD,PAID,2025-10-03 08:48:36,,B011,,
O01389,,,,WALK_IN,2025-10-03 10:55:14,COMPLETED,119.24,0.0,0.0,119.24,CASH,PAID,2025-10-03 10:56:28,,B006,,S0067
O01386,,,,WALK_IN,2025-10-03 13:33:12,COMPLETED,107.99,0.0,0.0,107.99,E_WALLET,PAID,2025-10-03 13:37:17,,B003,,S0043
O01388,,,,PICKUP,2025-10-03 15:58:05,COMPLETED,236.67,0.0,100.0,136.67,CASH,PAID,2025-10-03 16:00:10,C0098,B003,,
O01421,,,,WALK_IN,2025-10-03 17:46:53,COMPLETED,62.42,0.0,0.0,62.42,CASH,PAID,2025-10-03 17:49:41,,B001,,S0013
O01434,,,,WALK_IN,2025-10-04 18:31:56,COMPLETED,78.0,0.0,7.38,70.62,ONLINE_BANKING,PAID,2025-10-04 18:32:26,C0037,B003,,S0044
O01404,,,,WALK_IN,2025-10-04 18:40:46,COMPLETED,157.31,0.0,0.0,157.31,E_WALLET,PAID,2025-10-04 18:41:52,C0048,B004,,S0056
O01372,,,,WALK_IN,2025-10-05 15:35:36,COMPLETED,69.58,0.0,0.0,69.58,CASH,PAID,2025-10-05 15:36:53,C0038,B011,,S0114
O01402,Guest User,+60181564295,guest1402@example.test,PICKUP,2025-10-06 09:02:06,COMPLETED,395.04,0.0,0.0,395.04,CARD,PAID,2025-10-06 09:05:22,,B002,,S0022
O01425,Guest User,+60106822915,guest1425@example.test,PICKUP,2025-10-07 09:00:34,COMPLETED,161.69,0.0,0.0,161.69,CASH,PAID,2025-10-07 09:04:32,,B002,,
O01435,,,,WALK_IN,2025-10-07 09:27:29,COMPLETED,22.99,0.0,0.0,22.99,CASH,PAID,2025-10-07 09:31:49,,B006,,S0076
O01394,Guest User,+60188302981,guest1394@example.test,PICKUP,2025-10-07 09:42:29,COMPLETED,158.94,0.0,0.0,158.94,CASH,PAID,2025-10-07 09:47:20,,B004,,
O01385,,,,WALK_IN,2025-10-07 12:23:29,COMPLETED,233.87,15.0,100.0,118.87,CASH,PAID,2025-10-07 12:26:38,C0019,B008,V008,S0089
O01408,,,,PICKUP,2025-10-08 09:24:06,COMPLETED,496.64,0.0,0.0,496.64,E_WALLET,PAID,2025-10-08 09:28:27,C0048,B002,,S0030
O01373,Guest User,+60146506884,guest1373@example.test,PICKUP,2025-10-08 10:57:48,CANCELLED,368.77,0.0,0.0,368.77,CASH,FAILED,,,B001,,S0006
O01436,,,,WALK_IN,2025-10-08 16:53:07,COMPLETED,33.92,0.0,0.0,33.92,E_WALLET,PAID,2025-10-08 16:55:28,C0020,B005,,S0058
O01396,,,,WALK_IN,2025-10-10 10:05:56,COMPLETED,246.9,12.0,0.0,234.9,CASH,PAID,2025-10-10 10:08:47,C0003,B002,V009,S0018
O01411,,,,WALK_IN,2025-10-10 15:09:09,COMPLETED,63.4,0.0,0.0,63.4,CARD,PAID,2025-10-10 15:12:00,C0086,B002,,S0018
O01414,,,,PICKUP,2025-10-10 16:15:28,COMPLETED,95.32,0.0,0.0,95.32,ONLINE_BANKING,PAID,2025-10-10 16:15:47,C0113,B003,,S0045
O01439,Guest User,+60168756915,guest1439@example.test,WALK_IN,2025-10-10 18:28:03,COMPLETED,10.65,0.0,0.0,10.65,ONLINE_BANKING,PAID,2025-10-10 18:32:13,,B005,,S0063
O01384,Guest User,+60103409098,guest1384@example.test,PICKUP,2025-10-11 13:29:04,COMPLETED,150.99,0.0,0.0,150.99,CASH,PAID,2025-10-11 13:31:44,,B001,,
O01395,,,,WALK_IN,2025-10-11 18:33:20,COMPLETED,268.16,0.0,0.0,268.16,ONLINE_BANKING,PAID,2025-10-11 18:35:01,,B003,,S0044
O01442,,,,PICKUP,2025-10-12 09:19:20,COMPLETED,221.65,0.0,0.0,221.65,E_WALLET,PAID,2025-10-12 09:20:58,C0105,B001,,S0004
O01432,,,,PICKUP,2025-10-12 19:44:39,COMPLETED,78.86,0.0,47.1,31.76,CASH,PAID,2025-10-12 19:48:08,C0085,B002,,S0022
O01444,,,,WALK_IN,2025-10-13 09:25:13,COMPLETED,160.9,0.0,0.0,160.9,CASH,PAID,2025-10-13 09:27:21,,B003,,S0046
O01379,,,,WALK_IN,2025-10-13 18:26:04,COMPLETED,197.7,12.0,0.0,185.7,E_WALLET,PAID,2025-10-13 18:30:45,C0078,B004,V009,S0052
O01430,,,,WALK_IN,2025-10-13 18:35:57,COMPLETED,151.32,0.0,0.0,151.32,CASH,PAID,2025-10-13 18:38:06,,B001,,S0006
O01437,,,,WALK_IN,2025-10-14 13:31:27,COMPLETED,110.8,0.0,0.0,110.8,CASH,PAID,2025-10-14 13:34:35,C0039,B010,,S0107
O01433,Guest User,+60137895112,guest1433@example.test,PICKUP,2025-10-15 18:14:50,COMPLETED,470.04,0.0,0.0,470.04,ONLINE_BANKING,PAID,2025-10-15 18:16:16,,B003,,
